node_type_id,pop_name,location,rheobase,slope
485574832,e5ET,VisL5,215.0,0.24444444444444444
485838981,e5ET,VisL5,170.0,0.17777777777777778
486111903,e5ET,VisL5,240.0,0.24444444444444444
488679042,e5ET,VisL5,200.0,0.17777777777777778
488680917,e5ET,VisL5,160.0,0.17777777777777778
488683425,e5ET,VisL5,130.0,0.24444444444444444
322762730,e5NP,VisL5,145.0,0.2222222222222222
487445455,e5NP,VisL5,185.0,0.26666666666666666
487664070,e5NP,VisL5,80.0,0.2
488419491,e5NP,VisL5,175.0,0.26666666666666666
488467273,e5NP,VisL5,140.0,0.3111111111111111
490263438,e5NP,VisL5,235.0,0.26666666666666666
505202906,e5NP,VisL5,215.0,0.2222222222222222
558675748,e5NP,VisL5,45.0,0.15555555555555556
562999984,e5NP,VisL5,265.0,0.13333333333333333
569469018,e5NP,VisL5,85.0,0.2222222222222222
569477234,e5NP,VisL5,145.0,0.17777777777777778
605141937,e5NP,VisL5,75.0,0.15555555555555556
568767467,i5Vip,VisL5,35.0,0.7111111111111111
591627904,i5Vip,VisL5,110.0,0.4222222222222222
592819166,i5Vip,VisL5,100.0,0.4222222222222222
313861608,i5Pvalb,VisL5,220.0,0.7555555555555555
318556138,i5Pvalb,VisL5,80.0,0.8444444444444444
320455763,i5Pvalb,VisL5,110.0,0.6
469801569,i5Pvalb,VisL5,205.0,0.5555555555555556
478949560,i5Pvalb,VisL5,120.0,1.0
480952106,i5Pvalb,VisL5,135.0,1.1111111111111112
481093525,i5Pvalb,VisL5,225.0,0.7333333333333333
484742372,i5Pvalb,VisL5,140.0,0.7555555555555555
487400838,i5Pvalb,VisL5,105.0,0.8444444444444444
487594856,i5Pvalb,VisL5,130.0,0.6666666666666666
488440436,i5Pvalb,VisL5,115.0,0.5333333333333333
515305346,i5Pvalb,VisL5,140.0,0.5333333333333333
313862134,i5Sst,VisL5,95.0,0.5777777777777777
328015342,i5Sst,VisL5,115.0,0.4222222222222222
328031983,i5Sst,VisL5,100.0,0.4222222222222222
329224678,i5Sst,VisL5,200.0,0.5333333333333333
329254830,i5Sst,VisL5,185.0,0.6222222222222222
464212183,i5Sst,VisL5,95.0,0.5333333333333333
473011949,i5Sst,VisL5,160.0,0.2222222222222222
473593847,i5Sst,VisL5,170.0,0.4666666666666667
475057898,i5Sst,VisL5,95.0,0.4222222222222222
475542907,i5Sst,VisL5,195.0,1.3111111111111111
475580568,i5Sst,VisL5,105.0,0.5111111111111111
482690728,i5Sst,VisL5,80.0,0.6888888888888889
485058595,i5Sst,VisL5,75.0,0.5555555555555556
485455285,i5Sst,VisL5,260.0,0.5111111111111111
486352114,i5Sst,VisL5,115.0,0.9555555555555556
490173806,i5Sst,VisL5,130.0,0.5333333333333333
491029832,i5Sst,VisL5,130.0,0.6888888888888889
491030723,i5Sst,VisL5,135.0,0.4666666666666667
497560724,i5Sst,VisL5,275.0,0.4444444444444444
501730497,i5Sst,VisL5,75.0,0.5555555555555556
526785742,i5Sst,VisL5,150.0,0.4444444444444444
575637715,i5Sst,VisL5,180.0,0.3111111111111111
466632464,e6Ntsr1,VisL6a,145.0,0.2222222222222222
471789504,e6Ntsr1,VisL6a,160.0,0.3111111111111111
471800189,e6Ntsr1,VisL6a,320.0,0.2222222222222222
471819401,e6Ntsr1,VisL6a,210.0,0.24444444444444444
485287944,e6Ntsr1,VisL6a,215.0,0.2222222222222222
485905411,e6Ntsr1,VisL6a,210.0,0.2
485938494,e6Ntsr1,VisL6a,240.0,0.3333333333333333
488426904,e6Ntsr1,VisL6a,265.0,0.24444444444444444
488430487,e6Ntsr1,VisL6a,350.0,0.2
488432250,e6Ntsr1,VisL6a,45.0,0.2222222222222222
488448839,e6Ntsr1,VisL6a,100.0,0.37777777777777777
488676149,e6Ntsr1,VisL6a,130.0,0.2222222222222222
490259231,e6Ntsr1,VisL6a,180.0,0.2222222222222222
490264167,e6Ntsr1,VisL6a,155.0,0.24444444444444444
490485142,e6Ntsr1,VisL6a,285.0,0.15555555555555556
490718897,e6Ntsr1,VisL6a,310.0,0.24444444444444444
501562903,e6Ntsr1,VisL6a,245.0,0.2
501566512,e6Ntsr1,VisL6a,220.0,0.17777777777777778
503286448,e6Ntsr1,VisL6a,285.0,0.15555555555555556
503814817,e6Ntsr1,VisL6a,255.0,0.15555555555555556
507914933,e6Ntsr1,VisL6a,130.0,0.28888888888888886
508980706,e6Ntsr1,VisL6a,355.0,0.1111111111111111
539742766,e6Ntsr1,VisL6a,200.0,0.13333333333333333
565880475,i6Vip,VisL6a,110.0,0.4222222222222222
582917630,i6Vip,VisL6a,115.0,0.4444444444444444
585080288,i6Vip,VisL6a,50.0,0.4888888888888889
592816620,i6Vip,VisL6a,65.0,0.35555555555555557
471087830,i6Pvalb,VisL6a,190.0,0.9555555555555556
478058328,i6Pvalb,VisL6a,125.0,0.6222222222222222
571396942,i6Pvalb,VisL6a,160.0,0.6444444444444445
581404810,i6Pvalb,VisL6a,95.0,0.5777777777777777
473564515,i6Sst,VisL6a,190.0,0.6
475512108,i6Sst,VisL6a,300.0,0.9111111111111111
476104386,i6Sst,VisL6a,170.0,0.7333333333333333
502382506,i6Sst,VisL6a,130.0,0.4444444444444444
534141324,i6Sst,VisL6a,280.0,0.4444444444444444
547325858,i6Sst,VisL6a,130.0,0.5111111111111111
