edge_type_id target_query source_query syn_weight model_template dynamics_params delay
203 node_type_id=='501282204' * 18.212890625 static_synapse e2i.json 1.0
204 node_type_id=='573622646' * 19.04296875 static_synapse e2i.json 1.0
205 node_type_id=='314822529' * 11.23046875 static_synapse e2e.json 1.0
206 node_type_id=='468120757' * 17.529296875 static_synapse e2e.json 1.0
207 node_type_id=='480169178' * 11.181640625 static_synapse e2e.json 1.0
208 node_type_id=='486110216' * 12.6953125 static_synapse e2e.json 1.0
209 node_type_id=='485574832' * 10.0341796875 static_synapse e2e.json 1.0
210 node_type_id=='485838981' * 8.1787109375 static_synapse e2e.json 1.0
211 node_type_id=='486111903' * 11.767578125 static_synapse e2e.json 1.0
212 node_type_id=='488679042' * 9.4482421875 static_synapse e2e.json 1.0
213 node_type_id=='488680917' * 7.32421875 static_synapse e2e.json 1.0
214 node_type_id=='488683425' * 5.06591796875 static_synapse e2e.json 1.0
215 node_type_id=='322762730' * 8.69140625 static_synapse e2e.json 1.0
216 node_type_id=='487445455' * 10.5712890625 static_synapse e2e.json 1.0
217 node_type_id=='487664070' * 4.9072265625 static_synapse e2e.json 1.0
218 node_type_id=='488419491' * 10.05859375 static_synapse e2e.json 1.0
219 node_type_id=='488467273' * 8.30078125 static_synapse e2e.json 1.0
220 node_type_id=='490263438' * 13.0859375 static_synapse e2e.json 1.0
221 node_type_id=='505202906' * 12.939453125 static_synapse e2e.json 1.0
222 node_type_id=='558675748' * 3.0517578125 static_synapse e2e.json 1.0
223 node_type_id=='562999984' * 15.478515625 static_synapse e2e.json 1.0
224 node_type_id=='569469018' * 5.1025390625 static_synapse e2e.json 1.0
225 node_type_id=='569477234' * 9.3017578125 static_synapse e2e.json 1.0
226 node_type_id=='605141937' * 4.376220703125 static_synapse e2e.json 1.0
227 node_type_id=='568767467' * 4.052734375 static_synapse e2i.json 1.0
228 node_type_id=='591627904' * 12.890625 static_synapse e2i.json 1.0
229 node_type_id=='592819166' * 12.40234375 static_synapse e2i.json 1.0
230 node_type_id=='313861608' * 15.576171875 static_synapse e2i.json 1.0
231 node_type_id=='318556138' * 3.22265625 static_synapse e2i.json 1.0
232 node_type_id=='320455763' * 5.2978515625 static_synapse e2i.json 1.0
233 node_type_id=='469801569' * 13.76953125 static_synapse e2i.json 1.0
234 node_type_id=='478949560' * 7.32421875 static_synapse e2i.json 1.0
235 node_type_id=='480952106' * 8.203125 static_synapse e2i.json 1.0
236 node_type_id=='481093525' * 16.50390625 static_synapse e2i.json 1.0
237 node_type_id=='484742372' * 9.130859375 static_synapse e2i.json 1.0
238 node_type_id=='487400838' * 5.712890625 static_synapse e2i.json 1.0
239 node_type_id=='487594856' * 9.27734375 static_synapse e2i.json 1.0
240 node_type_id=='488440436' * 6.640625 static_synapse e2i.json 1.0
241 node_type_id=='515305346' * 7.71484375 static_synapse e2i.json 1.0
242 node_type_id=='313862134' * 8.49609375 static_synapse e2i.json 1.0
243 node_type_id=='328015342' * 10.7421875 static_synapse e2i.json 1.0
244 node_type_id=='328031983' * 9.1552734375 static_synapse e2i.json 1.0
245 node_type_id=='329224678' * 18.603515625 static_synapse e2i.json 1.0
246 node_type_id=='329254830' * 17.3828125 static_synapse e2i.json 1.0
247 node_type_id=='464212183' * 8.837890625 static_synapse e2i.json 1.0
248 node_type_id=='473011949' * 17.28515625 static_synapse e2i.json 1.0
249 node_type_id=='473593847' * 15.91796875 static_synapse e2i.json 1.0
250 node_type_id=='475057898' * 8.6669921875 static_synapse e2i.json 1.0
251 node_type_id=='475542907' * 17.6513671875 static_synapse e2i.json 1.0
252 node_type_id=='475580568' * 9.7412109375 static_synapse e2i.json 1.0
253 node_type_id=='482690728' * 7.1533203125 static_synapse e2i.json 1.0
254 node_type_id=='485058595' * 6.5185546875 static_synapse e2i.json 1.0
255 node_type_id=='485455285' * 24.560546875 static_synapse e2i.json 1.0
256 node_type_id=='486352114' * 10.64453125 static_synapse e2i.json 1.0
257 node_type_id=='490173806' * 11.669921875 static_synapse e2i.json 1.0
258 node_type_id=='491029832' * 11.4501953125 static_synapse e2i.json 1.0
259 node_type_id=='491030723' * 13.37890625 static_synapse e2i.json 1.0
260 node_type_id=='497560724' * 26.220703125 static_synapse e2i.json 1.0
261 node_type_id=='501730497' * 6.494140625 static_synapse e2i.json 1.0
262 node_type_id=='526785742' * 14.990234375 static_synapse e2i.json 1.0
263 node_type_id=='575637715' * 17.333984375 static_synapse e2i.json 1.0
264 node_type_id=='466632464' * 7.6904296875 static_synapse e2e.json 1.0
265 node_type_id=='471789504' * 8.49609375 static_synapse e2e.json 1.0
266 node_type_id=='471800189' * 16.7724609375 static_synapse e2e.json 1.0
267 node_type_id=='471819401' * 11.083984375 static_synapse e2e.json 1.0
268 node_type_id=='485287944' * 11.4501953125 static_synapse e2e.json 1.0
269 node_type_id=='485905411' * 11.328125 static_synapse e2e.json 1.0
270 node_type_id=='485938494' * 12.48779296875 static_synapse e2e.json 1.0
271 node_type_id=='488426904' * 13.818359375 static_synapse e2e.json 1.0
272 node_type_id=='488430487' * 18.212890625 static_synapse e2e.json 1.0
273 node_type_id=='488432250' * 2.24609375 static_synapse e2e.json 1.0
274 node_type_id=='488448839' * 5.04150390625 static_synapse e2e.json 1.0
275 node_type_id=='488676149' * 6.9091796875 static_synapse e2e.json 1.0
276 node_type_id=='490259231' * 9.4970703125 static_synapse e2e.json 1.0
277 node_type_id=='490264167' * 8.3740234375 static_synapse e2e.json 1.0
278 node_type_id=='490485142' * 14.990234375 static_synapse e2e.json 1.0
279 node_type_id=='490718897' * 15.91796875 static_synapse e2e.json 1.0
280 node_type_id=='501562903' * 12.744140625 static_synapse e2e.json 1.0
281 node_type_id=='501566512' * 12.0361328125 static_synapse e2e.json 1.0
282 node_type_id=='503286448' * 15.234375 static_synapse e2e.json 1.0
283 node_type_id=='503814817' * 13.8671875 static_synapse e2e.json 1.0
284 node_type_id=='507914933' * 6.97021484375 static_synapse e2e.json 1.0
285 node_type_id=='508980706' * 19.0185546875 static_synapse e2e.json 1.0
286 node_type_id=='539742766' * 10.83984375 static_synapse e2e.json 1.0
287 node_type_id=='565880475' * 10.338969994402046 static_synapse e2i.json 1.0
288 node_type_id=='582917630' * 12.3779296875 static_synapse e2i.json 1.0
289 node_type_id=='585080288' * 5.059814453125 static_synapse e2i.json 1.0
290 node_type_id=='592816620' * 7.373046875 static_synapse e2i.json 1.0
291 node_type_id=='471087830' * 19.091796875 static_synapse e2i.json 1.0
292 node_type_id=='478058328' * 12.5 static_synapse e2i.json 1.0
293 node_type_id=='571396942' * 16.259765625 static_synapse e2i.json 1.0
294 node_type_id=='581404810' * 9.619140625 static_synapse e2i.json 1.0
295 node_type_id=='473564515' * 21.484375 static_synapse e2i.json 1.0
296 node_type_id=='475512108' * 31.34765625 static_synapse e2i.json 1.0
297 node_type_id=='476104386' * 17.822265625 static_synapse e2i.json 1.0
298 node_type_id=='502382506' * 14.94140625 static_synapse e2i.json 1.0
299 node_type_id=='534141324' * 33.7890625 static_synapse e2i.json 1.0
300 node_type_id=='547325858' * 15.91796875 static_synapse e2i.json 1.0
